,,,,,,,,,,,,SAMPLE,SEX,AGE,,,,,REPORTING STANDARDS,,,,,,,,,,,,,,,,TRANSFORMATION,,,,,,,,,,,,,,,,,
"Hugdahl, Kenneth and Johnsen, Bjørn H.",1989,10.1016/0005-7967(89)90046-6,Preparedness and electrodermal fear-conditioning: Ontogenetic vs phylogenetic explanations,Behaviour Research and Therapy,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1989-33076-001&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Biological Evolution;Extinction, Psychological;Fear;Adult;Conditioning;Phobias;Electroshock;Conditioning (Psychology);Noise;19–41 yr olds;phylogenetic vs ontogenetic fear conditioning & preparedness",no,no,no,no,CD,80,40,,,no,group,,not reported,,NA,not reported,,yes,"applying conservative Geisser-Greenhouse adjusted degrees of freedom, due to the inflated number of dfs in the nominator revealed the main effect of trials not to be significant.",not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,not reported,not reported,NA,NA,,no,NA,not reported,mixed,5,ANOVA,rmANOVA,13,age range 19-41
Hermann A and Keck T and Stark R,2014,10.1016/j.nlm.2014.03.008,Dispositional cognitive reappraisal modulates the neural correlates of fear acquisition and extinction.,Neurobiology of learning and memory,https://pubmed.ncbi.nlm.nih.gov/24713451/,"Female;Humans;Male;Cognition;Adult;Young Adult;Magnetic Resonance Imaging;Functional Neuroimaging;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/physiology;Extinction, Psychological/*physiology;Mental Recall/physiology;Cerebral Cortex/*physiology;Judgment/*physiology;Limbic System/*physiology",no,no,no,no,CD,49,23,23.49,3.075,unclear,both,controlled for negative emotionality (neuroticism),not reported,,NA,not reported,,not reported,,not reported,,not reported,,not reported,,no,NA,2 SD for a social anxiety score but nothing reported for physio,NA,NA,NA,NA,"not reported, log",NA,NA,NA,,no,NA,not reported,,,,,13,"age from subgroup that was included in analysis (n = 41 subjects), SCR ACQ results reported elsewhere (Pejic et al., 2013)"
Hamacher-Dang TC and Merz CJ and Wolf OT,2015,10.1111/psyp.12384,Stress following extinction learning leads to a context-dependent return of fear.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/25410416/,"Humans;Male;Adolescent;Adult;Young Adult;Conditioning, Classical/*physiology;Fear/*physiology;Memory/physiology;Extinction, Psychological/*physiology;Stress, Psychological/*physiopathology;Association Learning/physiology;*Cues;Galvanic Skin Response/*physiology;Hypothalamo-Hypophyseal System/physiopathology;Saliva/chemistry;Hydrocortisone/analysis;Pituitary-Adrenal System/physiopathology",no,no,no,no,CD,40,0,25.05,4.3,unclear,group,,not reported,,NA,not reported,,yes,"If assumptions of sphericity were violated, GreenhouseGeisser corrected p values were used.",not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,log,NA,NA,NA,"""to attain normal distribution""",no,NA,not reported,mixed,2,ANOVA,rmANOVA,13,
Klucken T and Schweckendiek J and Blecker C and Walter B and Kuepper Y and Hennig J and Stark R,2015,10.1093/scan/nsu108,The association between the 5-HTTLPR and neural correlates of fear conditioning and connectivity.,Social cognitive and affective neuroscience,https://pubmed.ncbi.nlm.nih.gov/25140050/,"Female;Humans;Male;Young Adult;Alleles;Genotype;Fear/*physiology;Galvanic Skin Response/physiology;Amygdala/physiology;Conditioning, Psychological/*physiology;Heterozygote;Neural Pathways/physiology;Emotions/physiology;Diffusion Tensor Imaging;Perforant Pathway/physiology;Serotonin Plasma Membrane Transport Proteins/*genetics/*physiology;White Matter/physiology",no,no,no,no,CD,107,49,24.3,4.4,unclear,group,,not reported,,NA,not reported,,not reported,,not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,not reported,NA,NA,NA,,no,NA,not reported,mixed,2,ANOVA,rmANOVA,13,
Icenhour A and Kattoor J and Benson S and Boekstegers A and Schlamann M and Merz CJ and Forsting M and Elsenbruch S,2015,10.1002/hbm.22837,Neural circuitry underlying effects of context on human pain-related fear extinction in a renewal paradigm.,Human brain mapping,https://pubmed.ncbi.nlm.nih.gov/26058893/,"Female;Humans;Male;Adult;Brain Mapping;Magnetic Resonance Imaging;Neuropsychological Tests;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/physiology;Random Allocation;Extinction, Psychological/*physiology;Humanism;Humanities;Physical Stimulation;Brain/*physiology;Neural Pathways/physiology;Visual Perception/physiology;Visceral Pain/*physiopathology;Rectum/physiopathology;Pain Perception/physiology",no,no,no,no,CD,48,24,29.87,10.84,unclear,group,,not specified,Kolmogorov–Smirnov test.,before,not reported,,yes,Greenhouse Geisser where indicated,not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,log,NA,NA,NA,,yes,"Boucsein et al., 2012",not reported,between,2,"ANOVA, t-test",multiple,13,ln in the plots
Hopkins LS and Schultz DH and Hannula DE and Helmstetter FJ,2015,10.1371/journal.pone.0141949,Eye Movements Index Implicit Memory Expression in Fear Conditioning.,PloS one,https://pubmed.ncbi.nlm.nih.gov/26562298/,"Female;Humans;Male;Young Adult;Analysis of Variance;Photic Stimulation;Memory;Eye Movements;Electric Stimulation;Conditioning, Classical/*physiology;Galvanic Skin Response/physiology;Memory/*physiology;Learning/physiology;Awareness/physiology;Fear/*physiology/psychology;Eye Movements/*physiology",yes,no,no,no,CD,24,15,20.25,0.5 (SEM),no,group,,not reported,,NA,not reported,,not reported,,not reported,,not reported,,not reported,,yes,trials,3 SD,NA,NA,NA,not reported,not reported,NA,NA,not reported,,no,NA,not reported,mixed,16,ANOVA,rmANOVA,13,age and sex reported on subsample of n = 15
Heitland I and Groenink L and van Gool JM and Domschke K and Reif A and Baas JM,2016,10.1111/gbb.12276,Human fear acquisition deficits in relation to genetic variants of the corticotropin-releasing hormone receptor 1 and the serotonin transporter--revisited.,"Genes, brain, and behavior",https://pubmed.ncbi.nlm.nih.gov/26643280/,"Female;Humans;Male;Adult;Young Adult;Conditioning, Classical;Fear/*physiology;Adrenocorticotropic Hormone;Corticotropin-Releasing Hormone;Humanism;Humanities;Anxiety/genetics;Receptors, Corticotropin-Releasing Hormone/*genetics;*Polymorphism, Genetic/genetics;Anxiety Disorders/*genetics;Corticotropin-Releasing Hormone/genetics;Serotonin Plasma Membrane Transport Proteins/genetics/metabolism",no,no,no,no,CD,224,156,22.19,2.78,unclear,group,,not reported,,NA,not reported,,not reported,,not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,z,NA,NA,NA,NA,Startle data were Z-transformed per subject based on individual trial amplitudes from all startles recorded during the experiment to remove between-subjects variance in baseline startle amplitude.,no,NA,other,mixed,2,"ANOVA, t-test",multiple,13,"final sample: 205 subjects between 18.2 and 33.3 years of age (141 females, 64 males; mean age = 22.1 years, SD = 2.64 years)."
Harvie DS and Meulders A and Reid E and Camfferman D and Brinkworth RS and Moseley GL,2016,10.1111/psyp.12631,Selectivity of conditioned fear of touch is modulated by somatosensory precision.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/26950514/,"Female;Humans;Male;Adult;Young Adult;Conditioning, Classical;Fear/*physiology;Electroshock;Touch;Physical Stimulation;*Reflex, Startle;*Touch;Impatiens;Touch Perception/*physiology;Pain Perception/*physiology;Anticipation, Psychological/physiology;Generalization, Psychological/physiology",no,no,no,no,CD,48,40,26.18,9.015,no,group,,not reported,,NA,not reported,,yes,Greenhouse Geisser reported,not reported,,not reported,,not reported,,no,NA,,NA,NA,not reported,z,NA,NA,NA,NA,The raw scores were transformed to z scores to account for interindividual differences in startle reactivity prior to analysis.,no,NA,not reported,mixed,2,ANOVA,rmANOVA,13,
Klucken T and Kruse O and Schweckendiek J and Kuepper Y and Mueller EM and Hennig J and Stark R,2016,10.1016/j.cortex.2016.03.015,No evidence for blocking the return of fear by disrupting reconsolidation prior to extinction learning.,Cortex; a journal devoted to the study of the nervous system and behavior,https://pubmed.ncbi.nlm.nih.gov/27111105/,"Female;Humans;Male;Adolescent;Adult;Young Adult;Learning;Magnetic Resonance Imaging;Electric Stimulation;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/physiology;Extinction, Psychological/*physiology;Brain/diagnostic imaging",no,no,no,no,CD,130,75,23.93,4.15,unclear,group,,not specified,,before,not reported,,not reported,,not reported,,not reported,,not reported,,yes,trials,"3 SD, exluded",NA,NA,NA,NA,log,NA,NA,NA,,no,NA,not reported,mixed,10,ANOVA,rmANOVA,13,
Hermann A and Stark R and Milad MR and Merz CJ,2016,10.1093/scan/nsw047,Renewal of conditioned fear in a novel context is associated with hippocampal activation and connectivity.,Social cognitive and affective neuroscience,https://pubmed.ncbi.nlm.nih.gov/27053767/,"Humans;Male;Extinction, Psychological;Adult;Young Adult;Magnetic Resonance Imaging;Cues;Fear/*physiology;Neural Pathways/*physiology;Galvanic Skin Response/physiology;Conditioning, Psychological/*physiology;Oxygen/blood;Hippocampus/*physiology",no,no,no,no,CD,48,0,23.4,2.3,unclear,group,,not reported,,NA,not reported,,not reported,,not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,not reported,NA,NA,NA,,no,NA,not reported,mixed,3,ANOVA,rmANOVA,13,age only reported on final sample: leaving a final sample of 46 men (age: M = 23.4 years; SD = 2.3 years).
Hur J and Iordan AD and Berenbaum H and Dolcos F,2016,10.1016/j.biopsycho.2015.10.007,"Emotion-attention interactions in fear conditioning: Moderation by executive load, neuroticism, and awareness.",Biological psychology,https://pubmed.ncbi.nlm.nih.gov/26522991/,"Emotions;Female;Humans;Individuality;Male;Adolescent;Young Adult;Conditioning, Classical/*physiology;Awareness/*physiology;Attention/*physiology;Arousal/physiology;Association Learning/physiology;Color Perception/physiology;Emotions/*physiology;Neuroticism;Pattern Recognition, Visual/physiology;Fear/*physiology/*psychology;Executive Function/*physiology;Anxiety Disorders/*physiopathology/*psychology",no,no,no,no,CD,97,52,20,1.4,not reported,group,,not reported,,NA,not reported,,yes,"If the sphericity assumption was violated, a Greenhouse–Geisser correction was used to adjust for it.",not reported,,not reported,,not reported,,no,NA,,NA,NA,NA,NA,rc,NA,NA,NA,"Before statistical analyses, the SCR data underwent a range correction (i.e., dividing the SCR by the subject’s range in tonic level) (Lykken, 1972) to reduce variation not related to psychological processes (Öhman & Soares, 1998; Yates, Ashwin, & Fox, 2010).",yes,"Lukken, 1972",not reported,mixed,2,ANOVA,rmANOVA,13,Appendix D shows Skewness and Kurtosis Values for SCRs after Range Correction
Hammoud MZ and Peters C and Hatfield JRB and Gorka SM and Phan KL and Milad MR and Rabinak CA,2019,10.1038/s41386-019-0416-6,Influence of Δ9-tetrahydrocannabinol on long-term neural correlates of threat extinction memory retention in humans.,Neuropsychopharmacology : official publication of the American College of           Neuropsychopharmacology,https://pubmed.ncbi.nlm.nih.gov/31096264/,"Female;Humans;Male;Adult;Young Adult;Magnetic Resonance Imaging;Functional Neuroimaging;Humanism;Humanities;Extinction, Psychological/*drug effects;Galvanic Skin Response/drug effects;Retention, Psychology/*drug effects;Memory/drug effects;Prefrontal Cortex/*drug effects;Amygdala/diagnostic imaging/*drug effects;Cannabinoid Receptor Agonists/*pharmacology;Dronabinol/*pharmacology",no,no,no,no,CD,52,NA,NA,NA,partially,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,yes,"Stern CA, Gazarini L, Takahashi RN, Guimaraes FS, Bertoglio LJ. On disruption of fear memory by reconsolidation blockade: evidence from cannabidiol treatment. Neuropsychopharmacology. 2012;37:2132–42. 15; 
Phan KL, Angstadt M, Golden J, Onyewuenyi I, Popovska A, de Wit H. Cannabinoid modulation of amygdala reactivity to social signals of threat in humans. J Neurosci. 2008;28:2313–9. 16; 
Gorka SM, Phan KL, Lyons M, Mori S, Angstadt M, Rabinak CA. Cannabinoid modulation of frontolimbic activation and connectivity during volitional regulation of negative affect. Neuropsychopharmacology. 2016;41:1888–96;
Rabinak CA, Sripada CS, Angstadt M, de Wit H, Phan KL. Cannabinoid modulation of subgenual anterior cingulate cortex activation during experience of negative affect. J Neural Transm. 2012;119:701–7",other,mixed,2,two-way ANOVA,rmANOVA,16,"transformation applied to raw SCR,  Sample (withoutexcl): female = 22, mage = 25.6, SDage = 5.00"
Harnett NG and Wheelock MD and Wood KH and Goodman AM and Mrug S and Elliott MN and Schuster MA and Tortolero S and Knight DC,2019,10.1016/j.neuroimage.2019.116086,Negative life experiences contribute to racial differences in the neural response to threat.,NeuroImage,https://pubmed.ncbi.nlm.nih.gov/31401241/,"Female;Humans;Life Change Events;Child;Male;Adolescent;Young Adult;Magnetic Resonance Imaging;Fear/*physiology;Conditioning, Classical/physiology;Brain/*physiology;Black or African American;White People;*Health Status Disparities;Exposure to Violence/*ethnology;Poverty/*ethnology",no,no,no,no,CD,198,100,20.73,1.35,not reported,both,"racial group, violence exposure, family income, neighborhood disadvantage",dependent variable,Shapiro-Wilk test,both,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,not reported,mixed,2,"ANCOVA, multiple linear regression",rmANOVA,16,did not check for multicolinearity but avoided it in the regression analysis
Hartley CA and Coelho CAO and Boeke E and Ramirez F and Phelps EA,2019,10.1007/s00213-018-5082-6,Individual differences in blink rate modulate the effect of instrumental control on subsequent Pavlovian responding.,Psychopharmacology,https://pubmed.ncbi.nlm.nih.gov/30386862/,"Female;Humans;Male;Adolescent;Animals;Adult;Young Adult;Blinking;Conditioning, Classical/*physiology;Avoidance Learning/*physiology;Random Allocation;Extinction, Psychological/*physiology;*Individuality;Attention/physiology;Photic Stimulation/*methods;Blinking/*physiology",no,no,no,no,CD,85,NA,NA,NA,not reported,both,NA,not reported,NA,not reported,not reported,NA,yes,Mauchly's test & Greenhouse-Geisser correction,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,not reported,NA,NA,no,NA,not reported,mixed,3,ANOVA,rmANOVA,16,"Sample (withoutexcl): female = 30, mage = 22.18, SDage = 3.73"
Hennings AC and Bibb SA and Lewis-Peacock JA and Dunsmoor JE,2021,10.1016/j.bbr.2020.112931,Thought suppression inhibits the generalization of fear extinction.,Behavioural brain research,https://pubmed.ncbi.nlm.nih.gov/33053386/,"Female;Humans;Male;Adult;Young Adult;Electric Stimulation;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Practice, Psychological;Recognition, Psychology/*physiology;Generalization, Psychological/*physiology;Thinking/*physiology",no,no,no,no,CD,NA,NA,NA,NA,yes,both,"IUS, STAI",dependent variable,Shapiro-Wilk test,before,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,not reported,within,5,ANOVA,rmANOVA,16,"Exp 1, Sample (withoutexcl): N = 21, female = 12"
Hennings AC and Bibb SA and Lewis-Peacock JA and Dunsmoor JE,2021,10.1016/j.bbr.2020.112931,Thought suppression inhibits the generalization of fear extinction.,Behavioural brain research,https://pubmed.ncbi.nlm.nih.gov/33053386/,"Female;Humans;Male;Adult;Young Adult;Electric Stimulation;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Practice, Psychological;Recognition, Psychology/*physiology;Generalization, Psychological/*physiology;Thinking/*physiology",no,no,no,no,CD,NA,NA,NA,NA,yes,both,"IUS, STAI",dependent variable,Shapiro-Wilk test,before,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,not reported,within,5,ANOVA,rmANOVA,16,"Exp 2: same procedure,  Sample (withoutexcl): N = 21, female = 14"
Hermann A and Stark R and Müller EA and Kruse O and Wolf OT and Merz CJ,2020,10.1016/j.nlm.2019.107150,Multiple extinction contexts modulate the neural correlates of context-dependent extinction learning and retrieval.,Neurobiology of learning and memory,https://pubmed.ncbi.nlm.nih.gov/31881356/,"Humans;Male;Brain Mapping;Learning;Magnetic Resonance Imaging;Fear/*physiology;Extinction, Psychological/*physiology;Amygdala/physiology;Brain/*physiology;Gyrus Cinguli/physiology;Prefrontal Cortex/physiology;Mental Recall/*physiology;Hippocampus/physiology",no,no,no,no,CD,63,0,NA,NA,yes,group,NA,not reported,NA,not reported,not reported,NA,yes,Greenhouse Geisser,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,log,NA,NA,NA,NA,no,NA,not reported,within,2,ANOVA,rmANOVA,16,"Sample (withoutexcl): mage = 24.14, SDage = 2.4"
Hermans EJ and Kanen JW and Tambini A and Fernández G and Davachi L and Phelps EA,2017,10.1093/cercor/bhw145,Persistence of Amygdala-Hippocampal Connectivity and Multi-Voxel Correlation Structures During Awake Rest After Fear Learning Predicts Long-Term Expression of Fear.,"Cerebral cortex (New York, N.Y. : 1991)",https://pubmed.ncbi.nlm.nih.gov/27242028/,"Female;Humans;Male;Statistics as Topic;Adolescent;Adult;Amygdala;Young Adult;Magnetic Resonance Imaging;Photic Stimulation;Respiration;Electroshock;Galvanic Skin Response/physiology;Heart Rate/physiology;Rest;Conditioning, Psychological/*physiology;Oxygen/blood;Fear/*physiology/psychology;Imaging, Three-Dimensional;Pupil/physiology;Wakefulness/*physiology;Amygdala/diagnostic imaging/*physiology;Hippocampus/diagnostic imaging/*physiology;Afferent Pathways/*physiology",no,no,no,no,CD,24,12,22.8,NA,unclear,group,NA,not reported,NA,not reported,not reported,NA,yes,Greenhouse-Geisser Epsilon correction,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,raw,NA,NA,NA,sqrt,NA,NA,not reported,NA,no,NA,not reported,within,2,ANOVA,rmANOVA,16,
Homan P and Lau HL and Levy I and Raio CM and Bach DR and Carmel D and Schiller D,2021,10.1101/lm.050997.119,Evidence for a minimal role of stimulus awareness in reversal of threat learning.,"Learning & memory (Cold Spring Harbor, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/33593928/,"Female;Humans;Male;Adolescent;Adult;Young Adult;Learning;Aged;Middle Aged;Electric Stimulation;Conditioning, Classical/*physiology;Fear/*physiology;Awareness/*physiology;*Unconscious, Psychology;Pattern Recognition, Visual/physiology;Reversal Learning/*physiology",no,no,no,no,CD,98,53,29.97,NA,not reported,both,"STAI, FSQ",not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,not reported,mixed,2,Linear Mixed Model,other,16,Model-based SNA analysis of SCR data
Hoppe JM and Holmes EA and Agren T,2022,10.1016/j.bbr.2021.113632,Imaginal extinction and the vividness of mental imagery: Exploring the reduction of fear within the mind's eye.,Behavioural brain research,https://pubmed.ncbi.nlm.nih.gov/34695540/,"Female;Humans;Male;Adult;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/physiology;Extinction, Psychological/*physiology;Imagery (Psychotherapy);*Imagery, Psychotherapy",yes,no,no,no,CD,60,27,26,6.1,yes,group,NA,not reported,NA,not reported,not reported,NA,yes,Greenhouse-Geisser correction,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,"""SCRs were root transformed and range corrected by dividing each response for every individual with the individual’s maximum response across all stimuli and experimental phases""",no,NA,not reported,mixed,3,ANOVA,rmANOVA,16,
Hornstein EA and Fanselow MS and Eisenberger NI,2022,10.1037/emo0000925,"Warm hands, warm hearts: An investigation of physical warmth as a prepared safety stimulus.","Emotion (Washington, D.C.)",https://pubmed.ncbi.nlm.nih.gov/34726432/,"Humans;Social Support;Animals;Adult;Inhibition, Psychological;Mammals;*Cues;*Fear/physiology",no,no,no,no,CD,49,,,NA,yes,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,yes,"Figner, B., & Murphy, R. O. (2011). Using skin conductance in judgment and decision making research. In M. Schulte-Mecklenbeck, A. Kuehberger, & R. Ranyard (Eds.), A handbook of process tracing methods for decision research (pp. 163–184). Psychology Press",not reported,within,4,ANOVA,rmANOVA,16,"Experiment 1, Sample (withoutexcl): female = 21, mage = 20.7"
Hornstein EA and Fanselow MS and Eisenberger NI,2022,10.1037/emo0000925,"Warm hands, warm hearts: An investigation of physical warmth as a prepared safety stimulus.","Emotion (Washington, D.C.)",https://pubmed.ncbi.nlm.nih.gov/34726432/,"Humans;Social Support;Animals;Adult;Inhibition, Psychological;Mammals;*Cues;*Fear/physiology",no,no,no,no,CD,45,,,NA,yes,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,subjects,"""If an acquisition mean for either CSþ was not higher than that of the CS (CSþ . CS ), then the participant’s data was excluded from further analysis.""",NA,NA,NA,NA,sqrt,NA,NA,NA,NA,yes,"Figner, B., & Murphy, R. O. (2011). Using skin conductance in judgment and decision making research. In M. Schulte-Mecklenbeck, A. Kuehberger, & R. Ranyard (Eds.), A handbook of process tracing methods for decision research (pp. 163–184). Psychology Press",not reported,within,3,ANOVA,rmANOVA,16,"Experiment 2, Sample (withoutexcl): female = 22, mage = 20.6"
Huskey A and Taylor DJ and Friedman BH,2022,10.1002/dev.22242,"""Generalized unsafety"" as fear inhibition to safety signals in adults with and without childhood trauma.",Developmental psychobiology,https://pubmed.ncbi.nlm.nih.gov/35452541/,"Female;Humans;Male;Adult;Young Adult;Inhibition, Psychological;Anxiety;Fear/physiology;Conditioning, Classical/physiology;Reflex, Startle/physiology;*Stress Disorders, Post-Traumatic;*Adverse Childhood Experiences",no,no,no,no,CD,43,35,20.4,4.9,not reported,both,"worry, tauma, PTSS",dependent variable,K–S test of normality,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,,,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,no,NA,not reported,within,3,ANOVA,rmANOVA,16,
Javanbakht A and Duval ER and Cisneros ME and Taylor SF and Kessler D and Liberzon I,2017,10.1080/02699931.2016.1169997,"Instructed fear learning, extinction, and recall: additive effects of cognitive information on emotional learning of fear.",Cognition & emotion,https://pubmed.ncbi.nlm.nih.gov/27089509/,"Female;Humans;Male;Cognition;Adolescent;Adult;Young Adult;Learning;Middle Aged;Conditioning, Classical/*physiology;Fear/*physiology;Learning/*physiology;Extinction, Psychological/*physiology;Galvanic Skin Response/*physiology;Cognition/*physiology;Mental Recall/*physiology",no,no,no,no,CD,84,NA,NA,NA,yes,group,NA,not reported,NA,not reported,not reported,NA,not reported,Greenhouse-Geisser,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"rc, sqrt",NA,NA,NA,NA,no,NA,trial-level,mixed,2,ANOVA,rmANOVA,16,"exclusion of participants with psychiatric disorder only based on self-reports,  Sample (withoutexcl): female = 18, mage = 24.88, SDage = 5.27"
Jentsch VL and Wolf OT and Merz CJ,2020,10.1016/j.ijpsycho.2019.11.006,Temporal dynamics of conditioned skin conductance and pupillary responses during fear acquisition and extinction.,International journal of psychophysiology : official journal of the International           Organization of Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/31760105/,"Female;Humans;Male;Adult;Young Adult;Skin;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Galvanic Skin Response/*physiology;Eye Movement Measurements;Pupil/*physiology",no,no,no,no,CD,41,20,NA,NA,yes,group,NA,dependent variable,not reported,before,not reported,NA,yes,Greenhouse Geisser,not reported,NA,not reported,NA,not reported,NA,yes,trials,PS: trials with major blinks >100ms,NA,NA,NA,NA,log,NA,NA,not reported,SCR: natural log,no,NA,not reported,within,4,ANOVA,rmANOVA,16,sample differs for SCR analysis pupil analysis 
Jentsch VL and Wolf OT and Otto T and Merz CJ,2023,10.1111/psyp.14373,The impact of physical exercise on the consolidation of fear extinction memories.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/37350416/,"Humans;Male;Exercise;Memory;Memory/physiology;Conditioning, Classical/physiology;*Fear/physiology;*Extinction, Psychological/physiology",no,no,no,no,CD,60,0,24.3,4.4,yes,group,NA,dependent variable,Kolmogorov–Smirnov tests,before,not reported,NA,yes,Greenhouse Geisser,yes,ICC,not reported,NA,not reported,NA,no,NA,NA,log,NA,NA,NA,log,NA,NA,not reported,NA,no,NA,not reported,mixed,3,"HR: ANOVA, PD & SCR: LMM",multiple,16,for the LMM they used the libraries lme4 (Bates 2005) and lsmeans (Lenth 2016).
Jiang X and Burleigh L and Greening SG,2021,10.1111/psyp.13831,Complete the triangulation: Quantifying differential fear conditioning with a noninterfering and sensitive behavioral measure along with self-report and physiological measures.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/33932035/,"Female;Humans;Male;Adult;Young Adult;Conditioning, Classical/*physiology;Fear/*physiology;Self Report;Galvanic Skin Response/*physiology;Psychomotor Performance/*physiology;Reaction Time/*physiology",no,no,no,no,CD,169,NA,NA,NA,not reported,both,"response synchronization, response patterning",not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,subjects,no outlier removal,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,other,mixed,2,ANOVA,rmANOVA,16,they report thatey did not remove outliers
Jiang X and Greening SG,2021,10.1111/psyp.13906,Psychophysiological evidence for fear extinction learning via mental imagery.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/34287954/,"Female;Humans;Male;Adult;Young Adult;Conditioning, Classical/*physiology;Fear/*physiology;Self Report;Extinction, Psychological/*physiology;Galvanic Skin Response/*physiology;Imagery (Psychotherapy);Imagination/*physiology",no,no,no,no,CD,61,NA,NA,NA,not reported,group,NA,not reported,NA,not reported,not reported,NA,yes,Greenhouse Geisser,not reported,NA,not reported,NA,not reported,NA,yes,subjects,no outlier removal,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,not reported,within,5,ANOVA,rmANOVA,16,"they report thatey did not remove outliers, Sample (withoutexcl): female = 32, mage = 19.28, SDage = 1.18"
Junjiao L and Wei C and Jingwen C and Yanjian H and Yong Y and Liang X and Jing J and Xifu Z,2019,10.1016/j.cortex.2019.09.003,Role of prediction error in destabilizing fear memories in retrieval extinction and its neural mechanisms.,Cortex; a journal devoted to the study of the nervous system and behavior,https://pubmed.ncbi.nlm.nih.gov/31669978/,"Female;Humans;Male;Adolescent;Adult;Young Adult;Memory;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/physiology;Extinction, Psychological/*physiology;Memory/*physiology;Magnetic Resonance Imaging/methods;Prefrontal Cortex/physiology",yes,yes,yes,no,CD,54,35,20.78,1.98,yes,both,"age, sex, STAI-T",not reported,NA,not reported,not reported,NA,yes,Greenhouse Geisser,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,"""Raw SCR scores were square root-transformed to normalize distributions. These normalized scores were scaled according to the unconditioned response of each participant by dividing each response by the mean square root-transformed US response""",no,NA,not reported,mixed,3,ANOVA,rmANOVA,16,
